_id.Age,_id.BusinessTravel,_id.DailyRate,_id.Department,_id.DistanceFromHome,_id.Education,_id.EducationField,_id.EnvironmentSatisfaction,_id.Gender,_id.HourlyRate,_id.JobInvolvement,_id.JobLevel,_id.JobRole,_id.JobSatisfaction,_id.MaritalStatus,_id.MonthlyIncome,_id.MonthlyRate,_id.NumCompaniesWorked,_id.OverTime,_id.PercentSalaryHike,_id.PerformanceRating,_id.RelationshipSatisfaction,_id.StockOptionLevel,_id.TotalWorkingYears,_id.TrainingTimesLastYear,_id.WorkLifeBalance,_id.YearsAtCompany,_id.YearsInCurrentRole,_id.YearsSinceLastPromotion,_id.YearsWithCurrManager,target
9,2,241,1,7,2,3,1,0,56,3,0,6,2,1,408,1184,7,0,6,0,0,0,5,0,2,3,2,0,2,0
14,2,614,1,6,1,1,3,1,49,2,1,2,2,1,647,1210,1,0,7,0,0,1,10,3,2,10,4,1,1,1
18,2,731,2,9,3,5,1,0,33,1,1,7,2,1,769,237,1,1,2,0,0,1,10,4,2,10,9,1,7,0
13,2,64,2,28,3,2,0,0,61,1,1,7,3,1,744,654,1,0,3,0,0,2,13,3,2,12,7,5,7,0
10,0,114,0,0,1,1,2,1,13,2,0,1,3,0,253,498,1,0,4,0,1,1,3,2,2,3,2,2,2,0
28,2,639,2,9,2,2,2,0,64,1,2,7,3,1,1023,553,2,1,8,0,2,1,15,3,2,3,2,1,2,0
17,2,376,2,17,3,3,1,1,41,2,1,7,0,1,758,800,0,0,5,0,3,1,6,2,0,5,3,0,4,0
10,0,625,1,15,2,3,2,1,19,2,0,6,2,2,78,4,1,0,3,0,2,0,5,3,1,5,3,1,4,0
29,2,672,1,24,2,3,0,1,54,2,2,0,2,2,1002,637,2,0,12,1,1,0,25,3,2,17,14,12,11,0
28,2,292,2,0,3,1,3,1,26,3,3,3,0,2,1269,57,1,0,4,0,1,0,27,5,0,26,0,0,12,0
14,2,727,1,1,3,1,3,1,65,2,0,2,1,2,15,1327,1,0,1,0,0,0,1,2,2,1,0,0,0,1
14,1,545,2,7,2,2,1,0,13,2,2,7,3,2,1021,774,1,0,3,0,3,0,9,2,2,9,8,3,7,0
18,2,702,1,7,2,5,2,0,29,2,2,0,2,0,1074,358,1,0,2,0,1,3,17,2,2,17,14,12,8,0
27,0,593,2,5,2,3,3,0,27,1,2,7,3,2,1016,852,6,0,1,0,3,0,23,2,2,19,7,12,8,0
17,2,762,1,21,2,1,1,0,41,3,2,3,1,0,1155,972,7,0,7,0,1,1,10,6,1,7,7,6,2,0
10,2,752,1,16,1,3,2,1,49,2,1,2,0,0,586,664,1,0,1,0,3,1,10,2,2,10,0,1,8,0
24,2,350,2,3,3,2,1,1,15,2,1,7,0,2,687,9,7,0,2,0,3,0,9,3,3,6,4,1,5,0
2,2,355,2,20,2,2,2,1,13,3,0,8,3,2,239,168,1,0,6,0,3,0,2,2,2,2,1,2,2,0
32,2,591,1,9,2,5,3,1,70,1,2,0,3,2,1103,33,6,0,4,0,3,0,20,2,2,4,3,1,3,0
12,2,867,1,0,2,3,3,1,33,2,0,6,1,1,415,431,0,1,10,1,0,1,12,2,2,11,9,5,7,0
11,1,830,2,19,2,5,2,0,54,2,0,8,3,1,83,931,1,0,4,0,1,1,3,5,2,3,1,0,2,0
6,0,617,1,8,2,1,2,1,30,1,0,2,1,0,247,1407,1,0,0,0,2,3,1,4,2,1,0,0,0,0
7,2,107,1,0,2,3,3,0,10,2,0,6,1,2,64,963,1,0,7,0,3,0,2,3,1,2,2,2,1,0
20,2,882,1,3,1,3,3,0,57,2,0,2,2,1,375,1385,7,0,8,0,3,1,7,5,1,0,0,0,0,0
22,2,418,1,11,2,1,1,0,17,2,1,0,0,0,563,511,2,0,1,0,1,1,15,3,2,7,4,7,7,0
12,1,224,1,3,2,5,2,1,10,2,0,6,3,2,116,75,9,1,12,1,2,0,3,4,2,1,0,0,0,1
18,2,823,1,4,1,1,3,1,32,2,1,2,1,2,799,458,8,0,5,0,3,0,16,3,3,13,11,3,7,0
12,2,119,1,1,2,1,2,1,69,1,1,0,3,1,499,788,1,0,8,0,0,3,11,3,2,11,10,10,8,0
34,2,769,1,1,2,1,2,0,59,1,0,2,3,2,366,64,7,0,4,0,1,0,6,3,1,2,2,2,2,0
13,1,390,2,1,2,1,2,0,60,1,0,8,3,2,276,572,7,0,3,0,2,0,3,3,3,1,0,0,0,1
10,2,267,1,1,3,1,0,1,49,2,0,2,2,2,403,741,2,0,0,0,2,0,5,5,0,0,0,0,0,1
10,2,1,1,23,2,1,2,1,20,1,0,2,2,2,42,630,5,1,3,0,1,0,6,4,2,4,2,0,3,1
15,2,321,2,8,3,2,0,0,47,2,1,7,0,2,981,938,0,1,6,0,0,0,6,3,2,5,2,0,3,1
1,2,106,1,24,2,1,1,0,27,3,0,6,3,2,334,1114,1,1,1,0,3,0,1,2,2,1,0,0,1,0
15,2,265,1,0,3,4,3,1,33,2,0,6,3,2,243,179,1,1,2,0,2,0,10,2,1,10,9,7,8,1
11,2,775,1,6,2,1,2,1,52,2,1,0,3,0,879,118,1,1,0,0,1,2,6,2,2,6,0,1,0,0
28,1,343,1,0,2,3,2,1,10,1,2,0,0,1,1112,56,2,1,2,0,2,1,21,5,1,10,9,9,5,0
15,2,108,1,20,2,3,1,1,49,3,0,2,1,1,42,674,1,0,7,0,3,3,14,6,2,14,11,2,13,0
19,1,498,1,8,2,3,1,1,23,2,0,6,3,1,137,545,1,1,1,0,2,3,4,3,1,4,2,1,2,0
9,2,110,1,4,0,5,2,1,12,1,2,5,3,0,1163,393,1,1,5,0,1,1,9,3,2,9,8,0,8,0
34,2,102,1,7,3,4,2,0,24,2,0,2,0,1,322,885,9,0,2,0,2,0,12,2,0,5,4,0,4,0
19,2,650,1,10,1,3,0,0,31,0,1,0,1,1,628,715,5,0,4,0,0,0,15,2,0,1,0,0,0,1
8,2,654,2,7,2,5,3,1,8,1,1,7,0,2,716,50,6,0,6,0,2,0,6,2,1,4,3,1,2,1
23,1,479,1,9,2,1,3,1,61,1,3,3,0,0,1263,626,4,0,2,0,1,1,21,2,1,7,6,7,7,0
0,1,756,2,4,2,2,1,1,39,2,0,8,1,2,30,355,1,1,3,0,3,0,0,3,2,0,0,0,0,1
23,1,470,1,8,2,3,0,1,34,2,4,5,2,0,1322,92,2,0,6,0,1,1,21,2,3,18,16,0,11,0
24,2,512,1,16,1,1,3,0,52,3,1,6,0,2,870,1223,3,1,2,0,2,0,10,1,2,3,2,0,2,0
12,2,295,2,4,2,2,3,0,0,1,1,7,2,0,816,194,1,0,2,0,2,3,10,2,2,10,9,1,2,0
39,2,75,2,28,2,2,0,1,26,1,3,3,3,0,1210,1162,3,0,1,0,2,1,32,3,1,1,0,0,0,0
16,2,824,1,0,4,1,1,1,12,2,0,6,3,1,245,328,1,0,1,0,3,1,10,4,1,10,9,8,8,0
16,2,766,1,19,2,5,2,0,59,3,0,6,2,1,215,1134,0,0,6,0,3,0,2,5,1,1,0,0,0,0
30,2,700,2,6,2,2,2,1,66,2,1,7,0,0,752,1324,4,0,0,0,0,3,15,3,2,2,2,2,2,0
10,2,146,1,23,2,3,2,1,21,2,0,2,1,1,168,310,1,1,6,0,2,3,1,3,2,1,1,0,0,1
26,0,555,1,4,2,1,2,1,60,1,0,2,2,2,356,346,3,0,3,0,3,0,7,5,2,5,2,0,3,0
32,0,31,2,0,2,1,3,0,65,2,1,7,2,1,844,1329,0,0,1,0,0,1,19,3,2,18,7,0,13,0
33,1,88,2,8,2,1,3,1,53,2,4,3,1,0,1343,980,4,1,13,1,0,1,31,5,1,28,10,11,10,0
28,0,474,2,25,1,1,1,1,68,1,1,7,1,2,973,1337,8,0,4,0,2,0,6,3,2,2,2,2,2,0
20,1,821,1,7,2,3,3,0,28,1,1,6,1,0,75,928,1,1,5,0,2,1,20,3,2,20,11,0,7,0
15,2,604,1,0,2,1,1,0,12,1,1,0,3,2,919,600,0,0,3,0,0,0,6,3,2,5,0,1,4,0
13,2,798,2,12,3,3,1,1,16,2,1,7,0,0,515,549,2,0,6,0,2,0,9,2,0,3,1,1,2,1
19,2,287,2,1,2,2,3,1,45,2,1,7,2,1,1041,46,4,1,0,0,2,1,17,3,1,3,0,1,0,0
12,2,534,1,1,2,3,2,0,22,1,1,4,3,2,913,1048,5,1,13,1,1,0,12,4,1,0,0,0,0,0
23,2,624,2,0,1,1,1,0,64,2,1,7,3,2,809,999,8,1,0,0,0,0,8,0,0,6,4,0,5,1
17,1,342,1,3,3,4,3,1,17,1,0,2,3,1,157,1405,1,0,2,0,1,1,2,2,3,2,2,2,2,0
6,2,874,2,3,0,3,3,0,12,2,1,7,2,1,501,754,1,1,1,0,2,2,5,3,2,5,4,0,3,0
14,2,461,1,4,1,1,3,0,37,1,1,6,1,1,796,776,3,0,1,0,0,1,12,2,2,7,1,2,5,0
17,2,458,1,1,2,1,2,1,14,1,2,4,1,0,1084,1007,2,0,7,0,1,1,15,2,3,7,7,6,4,0
18,2,45,2,1,1,3,1,1,31,1,2,7,2,1,950,94,1,0,2,0,1,2,10,2,2,10,9,9,0,0
13,2,737,1,8,0,1,2,1,3,2,2,4,1,0,1110,716,1,0,14,1,3,1,13,6,3,13,8,0,8,0
19,2,121,1,20,2,1,1,1,35,3,0,6,0,1,413,1221,1,1,1,0,0,1,8,3,1,8,7,1,7,0
41,2,843,1,17,3,3,3,1,37,2,2,4,3,2,1105,1038,6,0,1,0,3,0,25,6,1,9,7,5,4,0
27,2,290,2,1,2,4,3,1,31,2,1,7,1,1,633,816,0,0,8,0,1,1,9,3,3,8,7,3,7,0
11,2,669,2,2,1,3,1,0,32,2,1,7,2,1,758,80,1,0,3,0,0,1,6,5,1,6,0,1,2,0
24,2,286,1,17,3,1,3,1,5,2,1,6,0,0,735,536,6,1,6,0,2,1,9,3,1,4,3,1,2,0
35,2,743,1,4,2,4,2,0,28,2,4,3,2,0,1305,510,4,0,0,0,3,1,26,3,1,14,13,4,8,0
14,2,583,1,8,2,3,0,0,11,2,0,2,0,2,510,480,7,0,11,1,0,0,10,2,3,5,4,0,4,1
38,2,211,1,13,3,1,1,0,42,2,0,6,1,1,657,137,9,1,7,0,0,3,7,2,2,5,4,4,3,1
20,2,811,1,8,1,1,2,0,45,2,0,2,3,2,117,257,1,0,1,0,2,0,2,3,2,2,2,2,1,0
16,2,279,1,9,2,1,1,1,53,2,0,2,1,0,35,283,1,0,3,0,1,2,1,3,2,1,0,1,0,0
27,1,750,1,0,3,3,1,1,14,2,1,0,2,2,732,722,4,0,1,0,2,0,12,3,2,4,2,0,3,0
22,2,881,1,19,3,5,0,1,31,2,2,0,3,1,1087,1406,4,0,9,1,3,1,14,6,2,11,10,11,1,0
13,0,677,2,19,1,2,3,0,15,2,1,7,2,1,918,1299,1,0,2,0,3,1,9,2,1,9,8,0,0,0
37,2,206,2,1,0,3,2,1,7,2,1,7,3,2,688,1126,4,0,5,0,2,0,12,3,1,9,7,7,3,1
3,2,779,1,9,2,1,2,0,6,1,0,2,0,2,16,879,1,0,2,0,0,0,1,6,1,1,0,1,0,1
40,2,120,1,1,2,5,3,1,21,2,0,6,2,2,187,1388,4,0,13,1,0,0,7,4,2,1,0,0,0,1
15,2,518,1,1,2,3,2,1,48,2,0,2,3,2,188,269,4,0,0,0,3,0,7,3,2,1,1,0,0,0
17,2,651,1,22,3,3,2,0,0,2,0,2,0,1,476,804,3,1,4,0,2,1,4,3,2,2,2,2,2,0
20,2,142,2,6,1,3,0,0,14,3,1,7,0,0,763,979,1,1,13,1,2,1,8,3,2,8,0,7,7,0
10,2,610,1,28,0,1,2,1,66,0,1,4,1,1,871,60,1,0,3,0,1,2,8,2,1,8,6,1,7,0
1,2,348,1,8,1,1,2,1,24,2,0,6,0,2,203,303,1,0,14,1,2,0,1,4,2,1,1,0,0,0
9,2,699,1,4,2,1,2,0,55,2,0,6,1,2,186,1087,1,1,1,0,1,0,4,2,1,4,3,1,2,0
15,2,225,1,1,1,1,0,0,9,2,0,2,0,1,254,1125,7,0,9,1,0,0,13,3,3,9,7,1,7,1
17,2,333,1,13,3,4,2,1,9,1,0,2,1,0,439,472,1,1,13,1,3,1,5,2,0,4,2,0,2,1
10,2,874,1,15,1,3,1,1,38,3,1,0,0,2,767,154,0,0,8,0,2,0,9,2,2,8,3,0,7,0
12,1,318,0,7,2,0,2,0,36,1,0,1,3,0,89,450,6,0,0,0,2,1,6,0,1,4,2,1,2,1
13,2,60,1,1,3,1,2,1,2,2,0,6,3,0,248,336,0,1,7,0,1,1,3,2,0,2,2,2,2,0
13,2,368,1,25,0,1,0,1,1,2,0,6,2,0,314,750,1,0,6,0,3,1,5,1,1,5,2,4,3,0
9,1,714,2,19,2,1,3,0,60,2,1,7,2,2,1068,627,1,0,3,0,3,0,7,2,2,7,7,0,7,0
9,2,808,2,1,2,1,3,1,44,2,1,7,2,2,568,183,1,1,0,0,0,0,5,3,2,5,4,0,4,0
12,0,345,2,24,1,5,3,0,55,2,1,7,2,1,618,238,7,1,1,0,1,1,4,2,3,2,2,2,2,0
23,2,612,1,1,3,1,1,0,27,0,0,2,3,0,272,904,4,1,2,0,2,1,10,1,1,7,7,1,0,1
4,2,322,1,5,0,3,0,1,39,2,0,6,2,1,270,589,0,0,9,1,3,0,3,3,2,2,2,2,2,0
19,1,707,2,20,1,3,2,0,24,2,0,8,3,1,327,1115,5,0,4,0,1,1,10,3,2,5,4,0,0,0
13,2,80,2,6,2,5,1,1,70,3,1,7,3,1,916,593,4,0,0,0,1,1,10,3,1,8,7,7,7,0
16,1,358,1,6,2,1,0,1,36,0,1,2,2,2,813,1211,1,1,13,1,3,0,9,3,2,9,7,0,6,1
18,1,229,1,2,2,5,2,1,16,2,0,6,1,1,432,422,1,0,1,0,2,0,12,2,1,11,10,0,7,0
21,2,817,1,9,4,3,1,1,46,2,1,4,0,1,727,97,2,0,2,0,3,3,10,3,2,7,7,7,7,0
11,2,744,1,22,2,1,3,1,24,2,0,6,3,2,92,930,9,0,5,0,3,0,6,4,2,3,2,1,2,0
18,2,442,1,11,4,3,3,0,21,1,2,4,3,2,1015,777,0,0,0,0,1,0,15,2,1,14,8,7,8,0
24,2,597,1,8,1,4,3,1,63,1,4,3,3,2,1332,1398,8,0,11,1,3,0,24,2,2,1,0,0,1,0
38,2,662,1,23,1,1,0,1,67,2,0,2,3,2,216,484,1,0,5,0,3,0,5,3,2,4,2,1,0,1
19,2,310,2,8,1,2,1,1,16,1,1,7,1,1,505,390,1,0,3,0,0,2,5,2,2,5,2,0,3,0
17,2,577,1,5,3,1,1,1,52,0,1,6,3,2,882,993,1,0,2,0,1,0,17,3,2,17,11,11,8,0
20,2,882,1,9,2,3,2,0,46,2,1,0,2,1,1057,1168,3,0,8,0,2,1,18,4,2,1,0,0,0,0
6,2,159,1,20,1,5,2,1,27,1,0,2,0,0,121,470,0,0,3,0,1,3,2,3,2,1,1,0,0,0
37,2,469,1,7,2,3,3,0,3,2,3,3,2,0,1215,1018,2,1,3,0,2,3,21,2,2,5,0,0,2,0
32,1,717,0,2,2,3,0,1,69,2,4,3,1,1,1283,348,1,0,0,0,2,1,32,2,2,31,5,10,7,0
18,2,202,1,1,3,4,3,0,43,2,1,6,1,1,920,1006,4,1,11,1,3,1,15,2,2,1,0,0,0,0
21,2,327,1,5,0,3,3,1,12,1,2,0,0,1,1070,1123,4,0,4,0,0,1,9,5,2,7,7,1,7,0
10,2,665,0,7,1,3,1,1,33,1,0,1,3,0,653,1279,1,0,2,0,3,1,6,6,2,5,1,0,4,0
16,0,806,2,9,2,1,3,1,57,2,1,7,2,0,474,601,1,1,3,0,2,1,15,3,2,15,14,0,7,0
25,2,460,1,5,2,3,0,0,51,1,4,3,2,1,1320,1187,7,0,2,0,3,0,21,2,2,16,12,6,14,0
14,2,194,2,1,3,2,2,1,52,1,1,7,1,2,1062,1386,7,1,1,0,2,0,7,3,1,2,2,2,2,1
10,2,830,1,16,2,5,2,1,2,1,0,2,3,0,152,959,5,0,1,0,0,1,6,2,1,4,1,0,3,1
16,2,788,1,0,3,1,1,1,15,2,1,6,3,1,750,633,9,0,6,0,1,1,9,3,1,2,2,2,1,0
15,0,403,2,16,2,1,3,1,8,2,3,3,2,2,1267,1069,1,0,0,0,3,0,10,2,2,10,8,6,0,0
16,1,23,1,18,2,3,2,0,16,2,1,2,1,0,561,1186,4,0,2,0,2,2,15,2,3,11,8,5,10,0
40,2,319,1,6,3,3,2,0,23,1,2,4,0,1,1072,580,7,1,3,0,3,0,31,0,1,10,9,5,9,1
21,2,48,1,2,1,3,2,1,46,1,1,2,2,0,347,487,0,0,4,0,3,1,11,3,2,10,8,0,7,0
11,2,229,2,9,2,3,2,1,12,1,1,7,2,2,795,1248,9,0,0,0,2,0,8,2,2,5,2,1,4,0
17,2,57,1,22,3,3,1,1,61,0,0,2,2,1,252,446,0,0,5,0,1,1,6,2,3,5,4,0,3,0
23,2,503,2,5,2,1,3,0,45,2,2,3,3,2,1192,728,3,1,7,0,2,0,16,3,2,1,0,0,0,0
12,1,150,2,25,3,2,2,0,22,1,1,7,0,2,891,1220,5,0,4,0,2,0,9,5,1,6,3,0,1,1
22,2,125,2,25,2,2,2,1,44,2,1,7,0,1,990,1169,1,0,3,0,1,1,8,3,1,7,7,7,5,0
25,1,183,2,25,1,1,2,1,62,2,3,3,3,1,1253,1000,1,1,1,0,3,2,25,3,3,25,12,4,12,0
36,2,280,1,7,3,1,2,0,12,2,1,2,2,2,444,1249,7,0,0,0,2,0,19,3,2,1,0,0,0,0
4,2,315,1,1,0,5,2,1,70,2,0,2,3,1,196,989,0,0,3,0,2,1,3,2,2,2,1,2,1,0
27,2,62,1,8,2,1,1,1,30,2,1,2,1,0,147,520,8,0,7,0,2,1,20,2,0,17,9,0,15,0
20,2,728,1,1,3,1,3,1,58,2,1,4,2,1,872,307,9,0,3,0,1,0,14,3,2,1,0,0,0,0
13,0,554,1,0,3,3,2,1,60,0,1,4,2,1,542,134,0,0,1,0,3,1,6,2,2,5,4,1,4,0
16,1,571,1,1,1,1,3,1,65,2,1,4,2,2,480,789,2,0,0,0,3,0,5,3,1,3,2,0,2,0
22,1,506,1,25,1,3,2,0,62,1,1,6,3,1,556,1112,3,1,2,0,3,1,16,3,0,1,1,0,0,0
22,2,835,1,1,1,3,0,1,19,2,4,5,2,0,1324,228,0,0,8,0,3,1,22,5,2,21,7,3,9,0
3,2,784,2,21,0,5,2,1,19,2,0,8,2,2,395,1304,1,0,0,0,2,0,3,2,2,3,2,1,2,0
19,0,834,1,4,1,5,2,1,54,3,0,2,2,2,405,1354,0,0,3,0,0,0,7,2,0,6,5,1,3,0
10,2,482,2,4,2,3,3,1,54,2,1,7,0,2,993,1254,0,0,7,0,3,0,6,4,2,5,4,1,3,0
23,2,46,1,11,3,1,1,1,16,2,0,2,3,1,623,406,3,1,0,0,0,1,6,4,2,1,0,0,0,0
37,2,759,1,1,2,1,2,0,67,2,3,3,3,2,1241,1234,2,1,2,0,2,0,30,2,2,5,4,1,2,0
11,2,86,1,18,2,5,3,1,4,2,1,4,3,0,523,1194,4,0,1,0,1,2,8,2,3,3,2,1,2,0
31,2,716,1,17,3,1,3,1,28,1,4,5,2,0,1325,5,1,1,6,0,2,1,31,5,2,30,9,0,9,0
19,2,553,1,0,2,1,3,0,26,1,1,4,3,1,861,462,1,0,2,0,1,1,14,2,1,14,8,3,11,0
22,2,5,2,9,2,5,1,0,54,1,1,7,1,0,909,555,7,0,1,0,1,1,7,2,3,5,1,1,3,0
37,2,108,2,12,3,2,0,1,55,3,3,7,2,2,1197,425,6,1,6,0,2,0,24,2,1,19,7,3,8,1
11,1,222,1,0,2,1,3,1,40,3,1,0,2,2,839,1225,8,1,1,0,3,0,10,5,3,3,2,0,2,0
13,1,214,2,4,2,2,3,0,54,2,0,8,1,0,277,101,1,0,0,0,2,1,2,5,1,2,2,2,2,0
32,2,561,1,6,1,3,1,0,13,1,4,5,2,0,1293,849,5,1,1,0,3,1,29,2,1,27,3,13,8,0
35,2,605,1,2,3,3,2,1,15,2,3,5,2,1,1270,1093,3,1,5,0,3,3,21,5,1,5,3,1,3,0
27,2,572,1,27,1,5,3,0,18,1,3,5,1,2,1242,869,1,0,0,0,2,0,21,2,2,21,6,8,6,0
13,2,416,1,7,3,1,2,0,31,2,1,4,3,2,557,1077,1,0,12,1,3,0,11,2,2,11,7,1,8,0
22,1,401,1,15,3,3,0,1,21,1,1,2,2,2,678,578,6,0,3,0,3,0,10,6,2,1,0,0,0,0
12,2,510,1,0,1,3,3,1,46,2,0,2,1,1,440,112,1,0,2,0,2,0,12,6,1,12,8,1,7,0
19,2,632,1,0,3,1,0,1,21,1,1,4,2,0,809,27,1,0,7,0,2,1,7,2,3,7,5,0,7,0
28,2,392,2,1,3,2,1,0,53,2,4,3,0,2,1298,1208,3,0,1,0,3,0,22,2,1,2,2,2,1,0
32,1,709,1,19,4,3,1,1,11,2,3,0,2,1,1140,1078,2,1,4,0,2,1,32,3,2,29,8,12,13,0
33,2,769,1,3,3,1,0,1,4,2,0,6,2,1,182,490,9,1,1,0,2,3,18,2,3,10,0,2,7,1
23,0,257,1,1,3,4,0,0,32,1,1,0,2,2,902,3,2,1,6,0,0,0,10,3,2,8,7,0,7,0
11,2,718,2,19,1,2,3,1,15,2,1,7,3,0,917,509,2,0,3,0,3,1,10,2,2,3,2,0,2,0
7,2,133,0,1,2,0,2,0,52,2,0,1,1,1,90,1011,4,0,3,0,2,0,6,3,2,2,0,1,2,0
21,1,69,1,1,2,1,0,1,54,2,3,0,3,0,1158,665,7,0,0,0,3,3,21,4,2,18,7,11,5,1
11,2,827,1,5,0,3,1,0,24,2,0,2,3,1,351,1397,1,0,2,0,0,1,10,5,2,10,8,0,8,0
15,2,159,2,4,2,2,3,0,4,2,0,8,2,2,298,416,1,1,2,0,1,0,1,2,2,1,0,0,0,1
22,2,11,2,13,1,1,3,0,54,2,1,7,0,1,599,537,1,0,4,0,2,1,5,2,2,5,4,1,2,0
27,0,449,1,3,1,1,2,1,27,2,1,2,1,1,562,1229,1,0,1,0,1,0,9,5,1,9,7,0,8,0
34,2,880,1,3,1,1,3,0,0,2,3,3,3,1,1236,488,2,0,2,0,3,0,31,2,0,5,2,1,4,0
22,1,822,1,25,2,3,1,0,24,2,1,6,1,0,763,376,1,0,0,0,0,1,20,2,2,20,7,2,13,0
9,2,596,1,1,3,1,0,0,17,2,1,4,3,1,513,144,0,0,7,0,1,1,4,2,2,3,2,2,2,0
30,2,335,1,0,1,1,0,1,68,1,2,2,2,2,729,988,9,1,2,0,3,0,23,2,2,1,0,0,0,1
12,2,208,1,17,2,1,0,0,45,2,0,6,2,2,226,1277,1,0,3,0,2,0,5,4,1,5,4,0,4,0
13,2,146,1,0,1,1,3,1,68,1,0,2,0,1,98,818,1,0,1,0,2,1,4,3,2,4,2,3,2,0
31,2,761,2,10,3,2,3,0,50,2,1,7,3,2,574,356,3,0,1,0,2,0,8,1,3,5,1,0,4,0
18,2,165,1,0,2,5,2,0,47,0,2,4,0,0,1082,120,2,1,10,1,2,1,17,2,2,7,7,7,7,0
32,1,838,1,1,2,3,3,0,0,2,3,3,0,1,1276,434,2,0,11,1,2,1,32,3,2,2,2,2,2,0
1,2,243,0,1,1,5,0,1,22,1,0,1,3,2,207,942,1,0,1,0,2,0,1,3,3,1,0,0,0,1
20,2,380,1,22,3,1,3,1,52,2,1,0,3,0,781,966,9,0,3,0,1,1,10,2,2,2,2,1,2,0
16,0,545,1,15,3,5,3,1,55,0,0,6,0,1,126,719,1,1,12,1,1,1,5,2,2,5,2,3,0,1
28,2,293,1,6,1,3,3,1,45,2,2,4,2,0,1122,1293,6,0,2,0,1,1,13,3,2,8,7,0,7,0
27,2,98,1,1,2,1,1,0,65,1,0,6,2,2,112,244,1,0,3,0,3,0,1,3,2,1,0,0,0,0
35,0,360,1,0,3,3,0,0,30,1,3,4,2,1,1165,1173,4,1,9,1,3,3,27,2,1,3,2,0,2,0
27,2,862,1,6,2,3,0,0,53,2,0,6,2,1,567,1041,4,1,8,0,2,1,7,2,1,3,2,0,2,0
21,2,645,1,0,2,3,2,1,18,3,2,0,3,0,1043,523,0,0,6,0,0,3,19,5,1,18,10,3,7,0
23,2,739,2,1,4,1,1,0,61,2,3,3,0,1,1237,210,7,0,5,0,1,1,22,2,2,18,16,11,8,0
26,2,762,1,2,3,4,3,1,5,2,4,3,3,1,1326,429,4,1,1,0,0,1,26,2,3,2,2,0,1,0
7,2,54,1,1,0,3,0,1,35,3,0,6,0,2,391,1133,7,0,2,0,2,0,6,3,1,4,3,0,1,0
21,2,27,0,2,2,0,2,0,14,3,1,1,1,1,851,957,9,0,4,0,2,1,12,3,0,8,3,3,6,0
20,2,109,1,1,4,3,3,1,62,2,0,6,2,1,342,1068,6,1,2,0,1,1,6,0,0,1,0,0,1,0
42,1,885,2,27,2,2,2,0,50,1,2,7,0,1,1083,36,4,0,8,0,3,0,22,5,3,18,13,13,11,0
25,1,197,1,0,2,1,3,0,3,2,1,0,3,1,759,1142,4,0,2,0,1,1,12,2,1,5,2,2,2,0
36,2,379,1,2,2,1,3,1,55,2,3,5,3,1,1275,1253,3,0,3,0,0,0,36,2,2,10,9,0,9,0
4,2,271,1,14,2,3,1,0,29,2,0,2,3,2,306,1269,1,0,4,0,2,0,1,5,2,0,0,0,0,0
39,2,188,1,0,1,1,1,1,63,3,1,6,2,1,649,30,0,0,13,1,0,1,13,2,1,12,9,2,8,0
17,2,828,2,27,3,1,1,0,68,1,0,8,2,1,172,1387,0,0,12,1,0,2,6,5,2,5,3,4,2,0
37,2,33,1,19,1,5,1,1,7,2,1,2,3,1,736,799,3,1,8,0,3,1,12,4,2,10,7,0,8,0
2,2,250,2,1,2,3,2,0,19,1,0,8,2,2,46,1156,1,0,2,0,3,0,2,3,1,2,2,0,2,1
12,0,464,1,0,0,1,2,1,58,1,2,4,2,2,994,1085,1,0,11,1,2,0,12,2,2,11,8,5,8,0
13,2,825,0,7,1,3,3,0,66,3,0,1,1,2,69,1315,9,0,7,0,3,0,8,3,2,3,2,0,2,0
20,1,497,0,9,3,0,2,1,41,2,1,1,2,1,814,734,3,0,0,0,2,0,10,2,2,6,3,1,2,0
28,2,740,2,1,2,1,2,1,44,2,2,7,3,0,1090,206,4,1,1,0,1,1,13,5,1,10,6,0,3,0
15,2,76,2,15,2,1,0,0,44,2,2,7,0,2,996,475,2,1,9,1,2,0,11,2,1,0,0,0,0,1
23,2,153,2,7,2,2,2,0,24,2,1,7,1,1,550,1415,5,0,10,1,2,1,14,3,2,5,4,1,4,0
8,1,300,1,2,0,5,2,1,43,2,0,6,0,2,349,264,0,0,11,1,2,0,7,2,2,6,4,0,4,1
29,2,96,2,1,1,2,2,0,5,2,1,7,3,1,579,909,0,1,11,1,0,1,8,2,2,7,6,7,7,0
11,2,802,1,2,0,3,1,1,57,2,0,2,0,2,614,819,1,1,7,0,3,0,10,3,2,10,9,1,5,0
12,0,633,1,1,2,3,2,0,19,2,0,2,3,2,207,304,0,0,3,0,2,0,12,2,1,11,7,6,7,0
14,2,553,1,1,2,3,3,1,15,2,1,6,1,0,745,1356,0,0,2,0,2,2,10,4,1,9,5,1,6,0
4,2,302,1,0,1,1,3,1,33,2,0,6,2,2,382,899,0,0,1,0,3,0,4,2,3,3,2,1,2,0
2,1,426,2,8,2,2,3,0,24,2,0,8,3,2,135,873,1,1,3,0,1,0,2,3,2,2,2,0,2,1
25,2,871,1,7,3,4,2,0,44,2,1,0,2,0,576,7,4,1,3,0,3,0,8,3,2,5,2,0,2,0
14,2,248,1,2,3,3,2,0,63,2,1,4,0,1,893,667,1,0,1,0,2,1,8,2,3,8,7,6,3,0
